_id,Mã trạm,Chỉ số AQI,Vị trí,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Trạng thái cảnh báo,Mức độ cảnh báo
2392,13252,113.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,15.90,89.80,-,1.00,992.10,113.00,70.00,1.00,17.60,1.00,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2393,8767,30.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,76.50,-,-,1003,-,30.00,-,29.50,4.60,2021-10-13T11:00:00,+07:00,#NAME?,#NAME?
2394,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2395,8641,173.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,24.00,97.00,22.00,6.50,1016.5,-,173.00,6.60,24.50,2.80,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2396,13012,25.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,20.40,90.70,6.00,3.00,928.70,21.00,25.00,17.00,22.00,1.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2397,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",11.00,23.00,80.50,-,-,1017,-,-,-,26.50,2.80,2021-10-20T09:00:00,+07:00,#NAME?,#NAME?
2398,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2399,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2400,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",50.00,22.10,91.30,2.00,3.00,1004,1.00,12.00,99.10,23.60,3.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2401,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,22.60,97.00,16.00,7.00,1002.6000000000000227373675443232059478759765625,-,-,-,23.10,2.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2402,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",-,22.60,97.00,10.00,1.00,1002.6000000000000227373675443232059478759765625,-,-,10.00,23.10,2.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2403,12958,24.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,21.00,94.00,2.00,11.00,1019.5,17.00,24.00,22.00,0.50,10.80,2021-10-19T11:00:00,+07:00,#NAME?,#NAME?
2404,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",8.00,23.00,100.00,10.00,-,1016,-,-,7.00,23.00,3.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2405,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2406,13018,75.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,6.00,22.00,100.00,14.00,-,1016,42.00,75.00,-,22.00,1.00,2021-10-19T21:00:00,+07:00,#NAME?,#NAME?
2407,13019,155.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,17.00,24.00,97.00,38.00,-,1016.5,87.00,155.00,-,24.50,2.80,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2408,13026,107.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.00,24.00,97.00,21.00,-,1016.5,83.00,107.00,-,24.50,2.80,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2409,1584,45.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,4.00,24.00,78.00,12.00,15.00,1016,33.00,45.00,12.00,28.00,2.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2410,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",4.00,25.00,88.00,1.00,3.00,1015.5,-,-,7.00,27.00,1.00,2021-10-20T08:00:00,+07:00,#NAME?,#NAME?
2411,13017,107.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,22.00,100.00,33.00,-,1016,78.00,107.00,-,22.00,1.00,2021-10-19T21:00:00,+07:00,#NAME?,#NAME?
2412,13020,70.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12.00,22.00,100.00,33.00,-,1016,47.00,70.00,-,22.00,1.00,2021-10-19T21:00:00,+07:00,#NAME?,#NAME?
2413,13013,114.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,26.00,22.00,100.00,27.00,-,1016,85.00,114.00,-,22.00,1.00,2021-10-19T21:00:00,+07:00,#NAME?,#NAME?
2414,13014,80.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,14.00,22.00,100.00,-,-,1016,55.00,80.00,-,22.00,1.00,2021-10-19T21:00:00,+07:00,#NAME?,#NAME?
2415,13252,138.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,21.00,94.10,-,1.00,987.50,138.00,76.00,1.00,22.00,1.00,2021-10-20T09:00:00,+07:00,#NAME?,#NAME?
2416,8767,46.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,70.00,-,-,1008,-,46.00,-,31.00,3.00,2021-10-25T13:00:00,+07:00,#NAME?,#NAME?
2417,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2418,8641,109.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,11.00,36.00,11.00,15.90,1015,-,109.00,6.10,27.00,1.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2419,13012,8.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,17.60,58.50,1.00,12.00,924.10,7.00,8.00,16.00,26.40,4.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2420,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",6.00,21.00,94.00,-,-,1015.5,-,-,-,22.00,5.10,2021-10-25T13:00:00,+07:00,#NAME?,#NAME?
2421,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2422,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2423,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",45.00,18.10,65.20,1.00,2.00,1005.200000000000045474735088646411895751953125,1.00,2.10,56.00,25.10,1.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2424,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,16.70,53.30,12.00,19.00,1002.700000000000045474735088646411895751953125,-,-,-,27.00,4.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2425,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",12.00,16.70,53.30,10.00,31.00,1002.700000000000045474735088646411895751953125,-,-,29.00,27.00,4.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2426,12958,24.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,21.00,94.00,2.00,11.00,1019.5,17.00,24.00,22.00,0.50,10.80,2021-10-19T11:00:00,+07:00,#NAME?,#NAME?
2427,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",4.00,11.00,36.00,1.00,-,1015,-,-,7.00,27.00,1.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2428,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2429,13018,79.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3.00,12.00,41.00,7.00,-,1018,49.00,79.00,-,26.00,2.00,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2430,13019,70.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,12.50,42.50,32.00,-,1017.5,49.00,70.00,-,26.00,2.30,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2431,13026,116.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,11.00,36.00,11.00,-,1015,69.00,116.00,-,27.00,1.00,2021-10-25T13:00:00,+07:00,#NAME?,#NAME?
2432,1584,24.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,2.00,22.00,74.00,14.00,40.00,1013,15.00,24.00,12.00,27.00,5.60,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2433,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,23.00,74.00,1.00,3.00,1010,-,-,7.00,28.00,7.20,2021-10-25T13:00:00,+07:00,#NAME?,#NAME?
2434,13017,124.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,12.50,42.50,26.00,-,1017.5,78.00,124.00,-,26.00,2.30,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2435,13020,55.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,12.00,41.00,21.00,-,1018,49.00,55.00,-,26.00,2.00,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2436,13013,122.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,16.00,12.50,42.50,21.00,-,1017.5,79.00,122.00,-,26.00,2.30,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2437,13014,82.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,3.00,12.00,41.00,-,-,1018,53.00,82.00,-,26.00,2.00,2021-10-25T11:00:00,+07:00,#NAME?,#NAME?
2438,13252,142.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,15.10,48.10,-,1.00,987.90,142.00,104.00,1.00,27.00,1.00,2021-10-25T14:00:00,+07:00,#NAME?,#NAME?
2439,8767,82.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,23.50,57.00,-,-,1009.5,-,82.00,-,33.00,2.30,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2440,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2441,8641,34.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,22.00,100.00,6.40,4.10,1017,-,34.00,5.10,22.00,3.00,2021-11-01T12:00:00,+07:00,#NAME?,#NAME?
2442,13012,8.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,19.30,62.00,1.00,10.00,928.30,7.00,8.00,17.00,27.20,5.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2443,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",5.00,23.00,88.00,-,-,1015,-,-,-,25.00,3.30,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2444,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2445,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2446,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",47.00,20.70,95.80,1.00,2.00,1007.5,1.00,2.00,453.00,21.40,2.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2447,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,23.40,98.80,14.00,8.00,1005.299999999999954525264911353588104248046875,-,-,-,23.60,3.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2448,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",8.00,23.40,98.80,3.00,16.00,1005.299999999999954525264911353588104248046875,-,-,27.00,23.60,3.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2449,12958,24.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,21.00,94.00,2.00,11.00,1019.5,17.00,24.00,22.00,0.50,10.80,2021-10-19T11:00:00,+07:00,#NAME?,#NAME?
2450,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",6.00,22.00,100.00,1.00,-,1017,-,-,6.00,22.00,3.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2451,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2452,13018,18.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,21.00,100.00,6.00,-,1018,10.00,18.00,-,21.00,2.50,2021-11-01T11:00:00,+07:00,#NAME?,#NAME?
2453,13019,43.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,6.00,21.00,100.00,22.00,-,1017.5,26.00,43.00,-,21.00,2.50,2021-11-01T11:00:00,+07:00,#NAME?,#NAME?
2454,13026,26.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,21.00,100.00,15.00,-,1017.5,19.00,26.00,-,21.00,2.50,2021-11-01T12:00:00,+07:00,#NAME?,#NAME?
2455,1584,21.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,1.00,24.00,83.00,15.00,23.00,1014,12.00,21.00,12.00,27.00,1.50,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2456,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",3.00,25.00,76.50,1.00,3.00,1013,-,-,7.00,29.50,5.40,2021-11-01T12:00:00,+07:00,#NAME?,#NAME?
2457,13017,28.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,5.00,21.00,100.00,11.00,-,1017.5,28.00,28.00,-,21.00,2.50,2021-11-01T11:00:00,+07:00,#NAME?,#NAME?
2458,13020,24.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,21.00,100.00,16.00,-,1017.5,19.00,24.00,-,21.00,2.50,2021-11-01T11:00:00,+07:00,#NAME?,#NAME?
2459,13013,44.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm10,22.00,21.00,100.00,23.00,-,1019,44.00,40.00,-,21.00,2.50,2021-11-01T08:00:00,+07:00,#NAME?,#NAME?
2460,13014,24.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,21.00,100.00,-,-,1017.5,19.00,24.00,-,21.00,2.50,2021-11-01T11:00:00,+07:00,#NAME?,#NAME?
2461,13252,23.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,19.50,95.80,-,1.00,991.90,17.00,23.00,2.00,20.20,1.00,2021-11-01T13:00:00,+07:00,#NAME?,#NAME?
2462,8767,9.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,24.00,76.00,-,-,1010.5,-,9.00,-,28.50,2.00,2021-11-04T04:00:00,+07:00,#NAME?,#NAME?
2463,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2464,8641,87.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.30,22.00,91.00,19.20,2.90,1014,-,87.00,5.60,23.50,3.60,2021-11-04T07:00:00,+07:00,#NAME?,#NAME?
2465,13012,17.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,19.00,92.80,2.00,4.00,926.10,13.00,17.00,1.00,20.20,2.00,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2466,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",20.00,24.00,94.00,-,-,1015,-,-,-,25.00,1.20,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2467,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2468,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2469,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",44.00,21.20,95.20,1.00,3.00,1002.299999999999954525264911353588104248046875,1.00,2.00,500.00,22.00,1.00,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2470,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,22.90,98.80,17.00,7.00,1001.299999999999954525264911353588104248046875,-,-,-,23.10,3.00,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2471,11778,46.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,10.00,22.90,98.80,24.00,2.00,1001.299999999999954525264911353588104248046875,44.00,46.00,35.00,23.10,3.00,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2472,12958,24.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,21.00,94.00,2.00,11.00,1019.5,17.00,24.00,22.00,0.50,10.80,2021-10-19T11:00:00,+07:00,#NAME?,#NAME?
2473,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",7.00,22.00,91.00,1.00,-,1014,-,-,6.00,23.50,3.60,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
2474,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2475,13018,62.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,15.00,22.00,94.00,23.00,-,1014,34.00,62.00,-,23.00,1.50,2021-11-03T20:00:00,+07:00,#NAME?,#NAME?
2476,13019,121.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,64.00,22.50,94.00,48.00,-,1014,76.00,121.00,-,23.50,1.80,2021-11-03T20:00:00,+07:00,#NAME?,#NAME?
2477,13026,65.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,22.00,91.00,17.00,-,1014,56.00,65.00,-,23.50,3.60,2021-11-04T07:00:00,+07:00,#NAME?,#NAME?
2478,1584,38.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,7.00,24.00,78.00,24.00,14.00,1014,26.00,38.00,13.00,28.00,0.50,2021-11-04T08:00:00,+07:00,#NAME?,#NAME?
